,TypeName,make,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
709,Shelby GT500,FORD (USA),MUSTANG,anthrazit mét.,Coupé,5409,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,557,schwarz,92000,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Schaltgetriebe
710,Diablo 5.7,LAMBORGHINI,DIABLO,blau,Coupé,5707,Porrentruy,null,Occasion,null,null,2,Hinterradantrieb,4,1993,Benzin,492,mehrfarbig,49500,"""Ab MFK""",2,Schaltgetriebe manuell
711,Frontera 3.2i V6 Limited,OPEL,FRONTERA,schwarz,SUV / Geländewagen,3165,Zuzwil,316 g/km,Occasion,null,13.2 l/100km,5,Allrad,5,2001,Benzin,205,schwarz,153900,null,5,Automatik-Getriebe
712,V8 Vantage 4.3,ASTON MARTIN,V8 Vantage,schwarz,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2007,Benzin,385,schwarz,28800,"""Ab MFK""",2,Schaltgetriebe manuell
713,Black Series,MERCEDES-BENZ,SLK 55 AMG,schwarz,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2006,Benzin,400,schwarz,25000,"""Ab MFK""",2,Automat sequentiell
714,Corvette 5.7 LT1 Convert.,CHEVROLET,CORVETTE,schwarz mét.,Cabriolet,5730,Zuzwil,null,Occasion,null,13.1 l/100km,2,Hinterradantrieb,7,1994,Benzin,282,schwarz,68200,"""Ab MFK""",2,Automat
715,SEL 3.5,MERCEDES-BENZ,300,schwarz mét.,Limousine,3459,Zuzwil,null,Occasion,null,13.0 l/100km,4,Hinterradantrieb,5,1971,Benzin,200,mehrfarbig,145100,"""Ab MFK""",5,Automatik-Getriebe
716,Spider 2.0,ALFA ROMEO,SPIDER,schwarz mét.,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,grau,69300,null,2,Schaltgetriebe manuell
717,V8 Vantage 4.3,ASTON MARTIN,V8 Vantage,schwarz mét.,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,1,2006,Benzin,385,braun,92500,"""Ab MFK""",2,Schaltgetriebe manuell
718,SLK 230 Kompressor,MERCEDES-BENZ,SLK 230,schwarz mét.,Cabriolet,2295,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,197,schwarz,38700,"""Ab MFK""",2,Automatik-Getriebe
719,9-3 2.0i-16 TS Aero,SAAB,9-3,schwarz mét.,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,schwarz,134600,"""Ab MFK""",5,Schaltgetriebe manuell
720,911 Carrera Cabrio,PORSCHE,911,schwarz mét.,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,8,1996,Benzin,285,grau,81900,"""Ab MFK""",4,Schaltgetriebe manuell
721,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,blau,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,beige,59300,"""Ab MFK""",2,Automat
722,RS6 Avant quattro,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2003,Benzin,450,schwarz,43800,"""Ab MFK""",5,Automat sequentiell
723,null,LOTUS,EUROPA,schwarz mét.,Coupé,1470,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1969,Benzin,0,schwarz,62200,"""Ab MFK""",2,Schaltgetriebe
724,CL 500,MERCEDES-BENZ,CL 500,schwarz mét.,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,1,2001,Benzin,299,null,27800,"""Ab MFK""",4,Automat
725,M5,BMW,M5,schwarz mét.,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,2000,Benzin,400,schwarz,171000,null,5,Schaltgetriebe manuell
726,Phaeton 6.0 W12 4Motion,VW,PHAETON,schwarz mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,10,2002,Benzin,420,blau,50400,"""Ab MFK""",4,Automat sequentiell
727,Diablo 5.7,LAMBORGHINI,DIABLO,schwarz mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,2000,Benzin,492,schwarz,20600,"""Ab MFK""",2,Schaltgetriebe manuell
728,SL 600,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,grau,52500,"""Ab MFK""",2,Automat
729,400 Breitbau,OPEL,MANTA,schwarz mét.,Coupé,2400,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1982,Benzin,0,schwarz,60990,"""Ab MFK""",4,Schaltgetriebe
730,750i xDrive,BMW,750,schwarz mét.,Limousine,4395,Zuzwil,278 g/km,Occasion,G,11.9 l/100km,4,Allrad,10,2009,Benzin,408,mehrfarbig,45000,"""Ab MFK""",5,Automat
731,911 GT2,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,schwarz,54100,"""Ab MFK""",4,Schaltgetriebe manuell
732,911 GT2,PORSCHE,911,blau,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,12,2002,Benzin,462,schwarz,61300,"""Ab MFK"", ""Tuning""",4,Schaltgetriebe manuell
733,Vectra 2.8 T V6 Cosmo,OPEL,VECTRA,schwarz mét.,Limousine,2792,Zuzwil,247 g/km,Occasion,null,10.3 l/100km,4,Vorderradantrieb,5,2006,Benzin,230,schwarz,90600,"""Ab MFK""",5,Automatik-Getriebe
734,X5 4.4i,BMW,X5,schwarz mét.,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,6,2001,Benzin,286,schwarz,79900,"""Ab MFK""",5,Automat sequentiell
735,500 SL,MERCEDES-BENZ,SL-CLASS,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1985,Benzin,223,mehrfarbig,97000,"""Ab MFK""",2,Automat
736,S 500,MERCEDES-BENZ,S 500,schwarz mét.,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,11,2005,Benzin,388,schwarz,1500,"""Ab MFK""",5,Automat sequentiell
737,CLS 500,MERCEDES-BENZ,CLS 500,schwarz mét.,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,1,2005,Benzin,306,schwarz,21300,"""Ab MFK""",4,Automat sequentiell
738,G 63 AMG,MERCEDES-BENZ,G 63 AMG,schwarz mét.,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,schwarz,28100,"""Ab MFK""",5,Automat sequentiell
739,S 63 AMG L,MERCEDES-BENZ,S 63 AMG,schwarz mét.,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,grau,45600,"""Ab MFK""",5,Automat sequentiell
740,911 Targa,PORSCHE,911,schwarz mét.,Cabriolet,3600,Zuzwil,303 g/km,Occasion,null,12.8 l/100km,2,Hinterradantrieb,5,1997,Benzin,285,blau,74000,"""Ab MFK""",4,Schaltgetriebe manuell
741,Murano 3.5 V6,NISSAN,MURANO,schwarz mét.,SUV / Geländewagen,3498,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,5,Allrad,10,2005,Benzin,235,beige,54500,"""Ab MFK""",5,"Automat stufenlos, sequentiell"
742,F355 Berlinetta,FERRARI,F355,schwarz mét.,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,32800,"""Ab MFK""",2,Schaltgetriebe manuell
743,RS6 Avant quattro,AUDI,RS6,blau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,beige,75200,"""Ab MFK"", ""Tuning""",5,Automat sequentiell
744,Gallardo Superleggera,LAMBORGHINI,GALLARDO,schwarz mét.,Coupé,4961,Zuzwil,400 g/km,Occasion,G,17.0 l/100km,2,Allrad,6,2007,Benzin,530,schwarz,42000,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
745,R8 Coupé 4.2,AUDI,R8,schwarz mét.,Coupé,4163,Zuzwil,326 g/km,Neu,G,13.9 l/100km,2,Allrad,10,2007,Benzin,420,schwarz,500,"""Ab MFK"", ""Tuning""",2,Automatik-Getriebe
746,Continental Supersports Conv.,BENTLEY,CONTINENTAL,schwarz mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,schwarz,20000,null,2,Automat sequentiell
747,M6,BMW,M6,schwarz mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,schwarz,58300,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
748,Celica 2800 i Supra,TOYOTA,CELICA,schwarz mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,schwarz,54100,"""Ab MFK""",5,Schaltgetriebe manuell
749,323Ci,BMW,323,schwarz mét.,Cabriolet,2494,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,6,2000,Benzin,170,schwarz,228000,"""Ab MFK""",4,Automatik-Getriebe
750,A4 Avant 3.0 V6 quattro,AUDI,A4,schwarz mét.,Kombi,2976,Zuzwil,271 g/km,Occasion,null,11.3 l/100km,5,Allrad,7,2004,Benzin,220,schwarz,66100,null,5,Automatik-Getriebe
751,CLS 500,MERCEDES-BENZ,CLS 500,schwarz mét.,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,3,2005,Benzin,306,schwarz,66100,"""Ab MFK""",4,Automat sequentiell
752,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,schwarz,56500,"""Ab MFK""",0,Automat
753,SL 600,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2003,Benzin,500,null,70000,"""Ab MFK""",2,Automat
754,H3 3.5 Luxury,HUMMER,H3,blau,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,mehrfarbig,127700,"""Ab MFK""",5,Automat
755,Continental GTC 6.0,BENTLEY,CONTINENTAL,schwarz mét.,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2007,Benzin,560,mehrfarbig,50900,"""Ab MFK""",4,Automat
756,RS6 Avant 5.0 V10 quattro,AUDI,RS6,schwarz mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,5,2008,Benzin,580,weiss,38500,"""Ab MFK""",5,Automat sequentiell
757,740i,BMW,740,schwarz mét.,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,blau,65400,"""Ab MFK""",5,Automat
758,330Ci,BMW,330,schwarz mét.,Coupé,2979,Zuzwil,218 g/km,Occasion,G,9.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,231,grau,79500,"""Ab MFK""",5,Schaltgetriebe manuell
759,6R4 Gruppe B,MG,METRO,schwarz mét.,Coupé,2991,Zuzwil,null,Occasion,null,null,2,Allrad,2,1986,Benzin,410,schwarz,2500,"""Ab MFK""",2,Schaltgetriebe
760,535i,BMW,535,schwarz mét.,Limousine,3498,Zuzwil,null,Occasion,null,12.0 l/100km,4,Hinterradantrieb,6,1996,Benzin,235,grau,86100,"""Ab MFK""",5,Schaltgetriebe manuell
761,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1990,Benzin,320,bordeaux,23800,"""Ab MFK""",0,Automat
762,Cayenne Turbo,PORSCHE,CAYENNE,schwarz mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,11,2004,Benzin,450,schwarz,69500,"""Ab MFK""",5,Automat
763,M6,BMW,M6,schwarz mét.,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,507,schwarz,48000,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
764,Quattroporte 4.2,MASERATI,QUATTROPORTE,schwarz mét.,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2007,Benzin,400,schwarz,21500,"""Ab MFK""",5,Automatisiertes Schaltgetriebe
765,CL 600,MERCEDES-BENZ,CL 600,blau,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,12,2003,Benzin,500,schwarz,29500,"""Ab MFK""",4,Automat
766,RS6 Avant quattro,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Vorführmodell,G,14.6 l/100km,5,Allrad,12,2004,Benzin,450,schwarz,2300,"""Ab MFK""",5,Automat sequentiell
767,SL 600,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,326 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2008,Benzin,517,beige,29100,"""Ab MFK""",2,Automat sequentiell
768,911 Carrera Cabrio,PORSCHE,911,schwarz mét.,Cabriolet,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1984,Benzin,231,mehrfarbig,137700,"""Ab MFK""",4,Schaltgetriebe manuell
769,Diablo 5.7 VT Roadster,LAMBORGHINI,DIABLO,schwarz mét.,Cabriolet,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Allrad,5,1998,Benzin,530,rot,13960,"""Ab MFK""",2,Schaltgetriebe manuell
770,Grand Cherokee 5.2 Ltd.,JEEP,Grand Cherokee,schwarz mét.,SUV / Geländewagen,5216,Zuzwil,380 g/km,Occasion,null,16.5 l/100km,5,Allrad,6,1997,Benzin,212,schwarz,61000,"""Ab MFK""",5,Automat
771,730d,BMW,730,schwarz mét.,Limousine,2993,Zuzwil,210 g/km,Occasion,G,7.9 l/100km,4,Hinterradantrieb,11,2007,Diesel,231,beige,62000,"""Ab MFK""",5,Automat sequentiell
772,SLC,MERCEDES-BENZ,450,schwarz mét.,Limousine,4520,Zuzwil,null,Oldtimer,null,null,0,null,8,1973,null,0,beige,110200,"""Ab MFK""",0,null
773,1300,RENAULT,Alpine A110,schwarz mét.,Coupé,1288,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1973,Benzin,0,null,85000,"""Ab MFK""",2,Schaltgetriebe
774,911 GT3,PORSCHE,911,schwarz mét.,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,8,1999,Benzin,360,schwarz,29800,"""Ab MFK""",4,Schaltgetriebe manuell
775,SL 600,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,beige,13900,"""Ab MFK""",2,Automat
776,RS6 Avant quattro,AUDI,RS6,blau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,beige,88600,"""Ab MFK""",5,Automat sequentiell
777,A8 4.2 quattro,AUDI,A8,schwarz mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,12,2002,Benzin,335,null,44000,"""Ab MFK""",5,Automat sequentiell
778,Roadster 3.2,YES!,null,schwarz mét.,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,schwarz,9400,"""Ab MFK""",2,Schaltgetriebe
779,911 Carrera,PORSCHE,911,schwarz mét.,Coupé,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1984,Benzin,231,braun,108500,"""Ab MFK""",4,Schaltgetriebe manuell
780,Phaeton 6.0 W12 4Motion,VW,PHAETON,schwarz mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,175000,"""Ab MFK""",5,Automat sequentiell
781,F360 Modena Berlinetta,FERRARI,F360,schwarz mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,400,blau,26200,"""Ab MFK""",2,Automatik-Getriebe
782,S5 Coupé 4.2 FSI quattro,AUDI,S5,schwarz mét.,Coupé,4163,Zuzwil,298 g/km,Occasion,G,12.4 l/100km,2,Allrad,5,2008,Benzin,353,schwarz,67700,"""Ab MFK""",4,Schaltgetriebe manuell
783,Shooting Brake,ASTON MARTIN,LAGONDA,schwarz mét.,Kombi,5340,Safenwil,null,Occasion,null,null,4,Hinterradantrieb,3,1987,Benzin,300,grau,39000,"""Ab MFK""",4,Automatik-Getriebe
784,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,anthrazit,20500,"""Ab MFK""",2,Automat
785,RS6 Avant quattro,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,91100,"""Ab MFK""",5,Automat sequentiell
786,Aventador LP700-4 Rds,LAMBORGHINI,AVENTADOR,schwarz mét.,Cabriolet,6498,Porrentruy,370 g/km,Occasion,G,16.0 l/100km,2,Allrad,3,2014,Benzin,700,rot,1999,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
787,Turbo,PORSCHE,924,blau,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,mehrfarbig,114000,"""Ab MFK""",4,Schaltgetriebe manuell
788,Continental FlyingSpur6.0,BENTLEY,CONTINENTAL,schwarz mét.,Limousine,5998,Zuzwil,396 g/km,Occasion,G,17.0 l/100km,4,Allrad,2,2007,Benzin,560,schwarz,28000,"""Ab MFK""",5,Automat sequentiell
789,Mk. I,ROLLS-ROYCE,Silver Spirit,schwarz mét.,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,4,1983,Benzin,201,mehrfarbig,99300,"""Ab MFK""",5,Automatik-Getriebe
790,MP4-12C 3.8 V8,McLAREN,12C,schwarz mét.,Coupé,3798,Zuzwil,279 g/km,Neu,G,11.7 l/100km,2,Hinterradantrieb,6,2012,Benzin,625,schwarz,55,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
791,Cayenne Turbo,PORSCHE,CAYENNE,schwarz mét.,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,4,2008,Benzin,500,schwarz,18200,"""Ab MFK""",5,Automat
792,Range Rover Sport 5.0 V8 SC,LAND ROVER,RANGE ROVER SPORT,schwarz mét.,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,9,2010,Benzin,506,braun,15000,"""Ab MFK""",5,Automat sequentiell
793,S 500,MERCEDES-BENZ,S 500,schwarz mét.,Limousine,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,10,1999,Benzin,299,schwarz,51000,"""Ab MFK""",5,Automat
794,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,8,2002,Benzin,476,beige,34500,"""Ab MFK""",2,Automat
795,A8 3.7,AUDI,A8,schwarz mét.,Limousine,3695,Zuzwil,314 g/km,Occasion,null,13.3 l/100km,4,Vorderradantrieb,6,1999,Benzin,230,blau,19900,"""Ab MFK""",5,Automat
796,611 DS,MERCEDES-BENZ,600-SERIES,schwarz mét.,Sattelschlepper,3972,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Diesel,105,null,65400,null,2,Schaltgetriebe
797,RS4 Avant 4.2 FSI quattro,AUDI,RS4,schwarz mét.,Kombi,4163,Zuzwil,249 g/km,Occasion,G,10.7 l/100km,5,Allrad,3,2013,Benzin,450,mehrfarbig,34200,"""Ab MFK"", ""Direkt-/Parallelimport""",5,Automatisiertes Schaltgetriebe
798,1600 SX,RENAULT,Alpine A110,blau,Coupé,1635,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1976,Benzin,120,schwarz,60000,"""Ab MFK""",2,Schaltgetriebe
799,CL 63 AMG FAB DESIGN,MERCEDES-BENZ,CL 63 AMG,schwarz mét.,Coupé,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,8,2008,Benzin,525,schwarz,35800,"""Ab MFK""",4,Automat sequentiell
800,RS4 Avant quattro,AUDI,RS4,schwarz mét.,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,schwarz,72600,"""Ab MFK""",5,Schaltgetriebe manuell
801,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,4,2002,Benzin,476,beige,31200,"""Ab MFK""",2,Automat
802,Esprit 3.5 V8 SE,LOTUS,ESPRIT,schwarz mét.,Coupé,3506,Zuzwil,366 g/km,Neu,G,15.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,354,null,150,"""Ab MFK""",2,Schaltgetriebe manuell
803,Cayenne Turbo,PORSCHE,CAYENNE,schwarz mét.,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,5,2008,Benzin,500,schwarz,16500,"""Ab MFK""",5,Automat sequentiell
804,Gordini,RENAULT,R12,schwarz mét.,Limousine,1565,Zuzwil,null,Occasion,null,null,4,null,4,1972,Benzin,0,schwarz,14873,"""Ab MFK""",0,null
805,Bergungsfahrzeug,TOYOTA,DYNA,schwarz mét.,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,beige,26900,null,3,Schaltgetriebe
806,GallardoLP570-4CpéTecnica,LAMBORGHINI,GALLARDO,schwarz mét.,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,schwarz,1700,"""Ab MFK""",2,Automat sequentiell
807,Touareg R50 V10,VW,TOUAREG,schwarz mét.,SUV / Geländewagen,4921,Zuzwil,333 g/km,Occasion,G,12.6 l/100km,5,Allrad,4,2008,Diesel,351,schwarz,108500,"""Ab MFK"", ""Tuning""",5,Automat
808,SLK 200 Kompressor,MERCEDES-BENZ,SLK 200,schwarz mét.,Cabriolet,1796,Zuzwil,218 g/km,Vorführmodell,null,9.1 l/100km,2,Hinterradantrieb,10,2007,Benzin,163,schwarz,300,null,2,Automatik-Getriebe
809,Arnage Green Label,BENTLEY,ARNAGE,blau,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,2,1999,Benzin,354,grau,44600,"""Ab MFK""",5,Automat
810,S3 quattro,AUDI,S3,schwarz mét.,Limousine,1781,Zuzwil,226 g/km,Occasion,G,9.4 l/100km,3,Allrad,3,2002,Benzin,225,anthrazit,316200,"""Ab MFK""",5,Schaltgetriebe manuell
811,Viper RT/10,CHRYSLER,VIPER,schwarz mét.,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Benzin,364,grau,20000,"""Ab MFK""",2,Schaltgetriebe manuell
812,SLK 55 AMG,MERCEDES-BENZ,SLK 55 AMG,schwarz mét.,Cabriolet,5461,Zuzwil,195 g/km,Occasion,G,8.4 l/100km,2,Hinterradantrieb,9,2012,Benzin,422,schwarz,19400,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Automat sequentiell
813,Continental GT 6.0,BENTLEY,CONTINENTAL,schwarz mét.,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,1,2005,Benzin,560,beige,84000,"""Ab MFK""",4,Automat
814,SL 500,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1992,Benzin,320,grau,125600,"""Ab MFK""",2,Automat
815,Elise,LOTUS,ELISE,schwarz mét.,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,6,2001,Benzin,120,schwarz,75100,"""Ab MFK""",2,Schaltgetriebe manuell
816,Quattroporte 4.2,MASERATI,QUATTROPORTE,schwarz mét.,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,5,2006,Benzin,400,beige,10600,"""Ab MFK""",5,Automatisiertes Schaltgetriebe
817,SL 600,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,null,108100,"""Ab MFK""",0,Automat
818,SL 500 Edition,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4966,Zuzwil,300 g/km,Occasion,null,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,306,schwarz,51000,"""Ab MFK""",2,Automat
819,Coupé 2.7 24V FX,HYUNDAI,COUPÉ,schwarz mét.,Coupé,2656,Zuzwil,236 g/km,Occasion,G,9.9 l/100km,3,Vorderradantrieb,4,2007,Benzin,167,schwarz,26900,"""Ab MFK""",4,Schaltgetriebe manuell
820,CLS 500,MERCEDES-BENZ,CLS 500,anthrazit mét.,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,11,2004,Benzin,306,schwarz,120900,"""Ab MFK""",4,Automat sequentiell
821,Speedster 2.2 16V,OPEL,SPEEDSTER,blau,Cabriolet,2198,Zuzwil,205 g/km,Occasion,G,8.5 l/100km,2,Hinterradantrieb,6,2004,Benzin,147,braun,9000,"""Ab MFK""",2,Schaltgetriebe manuell
822,ML 430,MERCEDES-BENZ,ML 430,schwarz mét.,SUV / Geländewagen,4266,Zuzwil,345 g/km,Occasion,G,14.4 l/100km,5,Allrad,4,2001,Benzin,272,schwarz,16000,"""Ab MFK""",5,Automat
823,SL 65 AMG,MERCEDES-BENZ,SL 65 AMG,schwarz mét.,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,15.1 l/100km,2,Hinterradantrieb,3,2005,Benzin,612,grau,15300,"""Ab MFK""",2,Automat
824,911 GT3,PORSCHE,911,schwarz mét.,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,schwarz,100,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
